count,mean,std,min,25%,50%,75%,max,delta,id,wac,awp,ndc_formatted,price,unit_price,description,product_size,manufacturer_name,brand,strength
6.0,2.35,0.0,2.35,2.35,2.35,2.35,2.35,0.0,47567,12.5,83.12,16571-0885-09,2.35,0.03,Allopurinol Tab 300 MG,90,RISING PHARMACEUTICALS,Zyloprim,300MG
7.0,8.549999999999999,1.9186846773327266e-15,8.55,8.55,8.55,8.55,8.55,0.0,47568,105.56,483.2,16571-0883-10,8.55,0.01,Allopurinol Tab 100 MG,1000,RISING PHARMACEUTICALS,Zyloprim,100MG
7.0,3.5399999999999996,4.796711693331816e-16,3.54,3.54,3.54,3.54,3.54,0.0,47569,12.0,345.04,16571-0787-12,3.54,0.03,Levetiracetam Tab 250 MG,120,RISING PHARMACEUTICALS,Keppra,250MG
7.0,4.72,0.0,4.72,4.72,4.72,4.72,4.72,0.0,47570,31.59,678.3,64980-0580-09,4.72,0.05,Venlafaxine HCl Tab ER 24HR 150 MG (Base Equivalent),90,RISING PHARMACEUTICALS,Effexor XR,150MG
7.0,3.7199999999999998,4.796711693331816e-16,3.72,3.72,3.72,3.72,3.72,0.0,47571,20.0,154.94,16571-0876-01,3.72,0.04,Indapamide Tab 2.5 MG,100,RISING PHARMACEUTICALS,Lozol,2.5MG
4.0,4.25,0.0,4.25,4.25,4.25,4.25,4.25,0.0,47572,17.25,266.2,16571-0867-50,4.25,0.01,Gabapentin Cap 100 MG,500,RISING PHARMACEUTICALS,Neurontin,100MG
7.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,47581,19.28,141.8,33342-0256-66,1.0,0.1,Oseltamivir Phosphate Cap 30 MG (Base Equiv),10,MACLEODS PHARMACEUTICALS,Tamiflu,30MG
7.0,4.6499999999999995,9.593423386663633e-16,4.65,4.65,4.65,4.65,4.65,0.0,47593,125.0,300.37,31722-0565-01,4.65,0.05,Indomethacin Cap ER 75 MG,100,CAMBER PHARMACEUTICALS,Indocin SR,75MG
7.0,8.75,0.0,8.75,8.75,8.75,8.75,8.75,0.0,47594,40.0,405.98,31722-0034-30,8.75,0.29,Fesoterodine Fumarate Tab ER 24HR 8 MG,30,CAMBER PHARMACEUTICALS,Toviaz,8MG
7.0,9.89,0.0,9.89,9.89,9.89,9.89,9.89,0.0,47595,40.0,405.98,31722-0033-30,9.89,0.33,Fesoterodine Fumarate Tab ER 24HR 4 MG,30,CAMBER PHARMACEUTICALS,Toviaz,4MG
3.0,13.57,0.0,13.57,13.57,13.57,13.57,13.57,0.0,44684,189.11,2262.54,68382-0136-10,13.57,0.01,Losartan Potassium Tab 50 MG,1000,ZYDUS PHARMACEUTICALS (USA),Cozaar,50MG
3.0,54.5,0.0,54.5,54.5,54.5,54.5,54.5,0.0,44618,123.74,17113.92,72241-0054-11,54.5,0.05,Olanzapine Tab 10 MG,1000,MODAVAR PHARMACEUTICALS,Zyprexa,10MG
7.0,232.5,0.0,232.5,232.5,232.5,232.5,232.5,0.0,44666,466.51,583.14,00781-7177-85,232.5,15.5,Brimonidine Tartrate Ophth Soln 0.1%,15 ML,SANDOZ,Alphagan P,0.1%
7.0,7.1499999999999995,9.593423386663633e-16,7.15,7.15,7.15,7.15,7.15,0.0,20507,100.0,120.0,45802-0846-01,7.15,0.16,Adapalene-Benzoyl Peroxide Gel 0.1-2.5%,45 GM,PADAGIS,Epiduo,0.1-2.5%
3.0,7.12,0.0,7.12,7.12,7.12,7.12,7.12,0.0,20531,15.0,0.0,51672-1386-01,7.12,0.47,Fluocinonide Cream 0.05%,15 GM,SUN PHARMACEUTICALS,Lidex,0.05%
7.0,4.95,0.0,4.95,4.95,4.95,4.95,4.95,0.0,20553,19.4,23.28,69315-0306-15,4.95,0.33,Nystatin Topical Powder 100000 Unit/GM,15 GM,LEADING PHARMA,Nystop,100000UNIT/GM
4.0,14.9,0.0,14.9,14.9,14.9,14.9,14.9,0.0,20564,40.0,48.0,45802-0509-01,14.9,0.6,Clindamycin Phosphate-Benzoyl Peroxide Gel 1-5%,25 GM,PADAGIS,Benzaclin,1-5%
7.0,7.450000000000001,9.593423386663633e-16,7.45,7.45,7.45,7.45,7.45,0.0,20600,40.0,48.0,45802-0509-01,7.45,0.3,Clindamycin Phosphate-Benzoyl Peroxide Gel 1-5%,25 GM,PADAGIS,Benzaclin,1-5%
1.0,119.9,,119.9,119.9,119.9,119.9,119.9,0.0,20606,156.44,691.22,70954-0211-20,119.9,0.12,Trihexyphenidyl HCl Tab 5 MG,1000,ANI  PHARMACEUTICALS,Trihexane,5MG
1.0,38.0,,38.0,38.0,38.0,38.0,38.0,0.0,20647,137.95,172.44,52187-0532-01,38.0,1.36,Iodoquinol-HC Cream 1-1%,28.4 GM,KMM PHARMACEUTICALS,Vytone,1-1%
1.0,12.47,,12.47,12.47,12.47,12.47,12.47,0.0,20648,54.15,75.81,72578-0087-07,12.47,0.1,Fluocinonide Cream 0.1%,120 GM,VIONA PHARMACEUTICALS,Vanos,0.1%
7.0,3.82,0.0,3.82,3.82,3.82,3.82,3.82,0.0,20652,19.88,87.33,64980-0324-30,3.82,0.13,Proctozone-HC 2.5 %,30 GM,RISING PHARMACEUTICALS,Anusol-HC,2.5%
7.0,6.200000000000001,9.593423386663633e-16,6.2,6.2,6.2,6.2,6.2,0.0,20660,12.4,0.0,69097-0825-02,6.2,0.21,Raloxifene HCl Tab 60 MG,30,CIPLA USA,Evista,60MG
7.0,35.0,0.0,35.0,35.0,35.0,35.0,35.0,0.0,20664,233.11,805.79,68180-0974-03,35.0,0.04,Levothyroxine Sodium Tab 175 MCG,1000,LUPIN PHARMACEUTICALS,Synthroid,175MCG
7.0,39.18,0.0,39.18,39.18,39.18,39.18,39.18,0.0,20783,200.0,240.0,45802-0044-75,39.18,7.84,Acyclovir Cream 5%,5 GM,PADAGIS,Zovirax,5%
1.0,16.36,,16.36,16.36,16.36,16.36,16.36,0.0,20895,39.0,115.98,64380-0760-06,16.36,0.16,Acarbose Tab 100 MG,100,STRIDES PHARMA,Precose,100MG
7.0,62.5,0.0,62.5,62.5,62.5,62.5,62.5,0.0,20928,526.32,1096.5,60505-2966-07,62.5,0.52,Mycophenolate Sodium Tab DR 360 MG (Mycophenolic Acid Equiv),120,APOTEX,Myfortic,360MG
7.0,2.09,0.0,2.09,2.09,2.09,2.09,2.09,0.0,20963,8.14,0.0,16729-0447-15,2.09,0.02,Levothyroxine Sodium Tab 25 MCG,90,ACCORD HEALTHCARE,Synthroid,25MCG
7.0,21.949999999999996,3.837369354665453e-15,21.95,21.95,21.95,21.95,21.95,0.0,20964,75.4,0.0,16729-0447-17,21.95,0.02,Levothyroxine Sodium Tab 25 MCG,1000,ACCORD HEALTHCARE,Synthroid,25MCG
7.0,2.6,0.0,2.6,2.6,2.6,2.6,2.6,0.0,20967,6.63,0.0,16729-0451-15,2.6,0.03,Levothyroxine Sodium Tab 100 MCG,90,ACCORD HEALTHCARE,Synthroid,100MCG
3.0,25.149999999999995,4.351167857633658e-15,25.15,25.15,25.15,25.15,25.15,0.0,20970,76.71,0.0,16729-0452-17,25.15,0.03,Levothyroxine Sodium Tab 112 MCG,1000,ACCORD HEALTHCARE,Synthroid,112MCG
7.0,26.5,0.0,26.5,26.5,26.5,26.5,26.5,0.0,20972,75.4,0.0,16729-0455-17,26.5,0.03,Levothyroxine Sodium Tab 150 MCG,1000,ACCORD HEALTHCARE,Synthroid,150MCG
7.0,1.25,0.0,1.25,1.25,1.25,1.25,1.25,0.0,20999,14.51,0.0,29300-0187-13,1.25,0.04,Bisoprolol  Hydrochlorothiazide Tab 2.5-6.25 MG,30,UNICHEM PHARMACEUTICALS,Ziac,2.5-6.25MG
7.0,4.2,0.0,4.2,4.2,4.2,4.2,4.2,0.0,21025,27.08,56.5,45802-0138-11,4.2,0.14,Ciclopirox Olamine Cream 0.77% (Base Equiv),30 GM,PADAGIS,Loprox,0.77%
3.0,18.95,0.0,18.95,18.95,18.95,18.95,18.95,0.0,21048,50.0,378.45,42571-0161-01,18.95,0.19,Amoxicillin  K Clavulanate Tab 500-125 MG,100,MICRO LABORATORIES,Augmentin,500-125MG
7.0,2.35,0.0,2.35,2.35,2.35,2.35,2.35,0.0,21069,5.0,213.69,00781-5224-01,2.35,0.02,Carvedilol Tab 25 MG,100,SANDOZ,Coreg,25MG
7.0,7.509999999999999,9.593423386663633e-16,7.51,7.51,7.51,7.51,7.51,0.0,21100,29.0,216.0,29300-0136-05,7.51,0.02,Clonidine HCl Tab 0.2 MG,500,UNICHEM PHARMACEUTICALS,Catapres,0.2MG
7.0,52.5,0.0,52.5,52.5,52.5,52.5,52.5,0.0,21153,176.06,211.27,51672-1394-09,52.5,1.17,Tretinoin Cream 0.05%,45 GM,SUN PHARMACEUTICALS,Retin-A,0.05%
1.0,2.45,,2.45,2.45,2.45,2.45,2.45,0.0,21166,18.59,28.6,51672-1318-01,2.45,0.16,Ciclopirox Olamine Cream 0.77% (Base Equiv),15 GM,SUN PHARMACEUTICALS,Loprox,0.77%
6.0,6.95,0.0,6.95,6.95,6.95,6.95,6.95,0.0,21167,28.5,39.9,72578-0087-02,6.95,0.12,Fluocinonide Cream 0.1%,60 GM,VIONA PHARMACEUTICALS,Vanos,0.1%
7.0,12.97,0.0,12.97,12.97,12.97,12.97,12.97,0.0,21174,36.0,72.0,72578-0091-02,12.97,0.22,Desoximetasone Cream 0.25%,60 GM,VIONA PHARMACEUTICALS,Topicort,0.25%
3.0,12.42,0.0,12.42,12.42,12.42,12.42,12.42,0.0,21216,80.0,96.0,45802-0507-02,12.42,0.25,Clindamycin Phosphate-Benzoyl Peroxide Gel 1-5%,50 GM,PADAGIS,Benzaclin,1-5%
7.0,9.15,0.0,9.15,9.15,9.15,9.15,9.15,0.0,21250,25.91,141.5,51672-1264-02,9.15,0.3,Fluocinonide Oint 0.05%,30 GM,SUN PHARMACEUTICALS,Lidex,0.05%
7.0,2.4899999999999998,4.796711693331816e-16,2.49,2.49,2.49,2.49,2.49,0.0,20516,9.0,0.0,16729-0035-10,2.49,0.08,Anastrozole Tab 1 MG,30,ACCORD HEALTHCARE,Arimidex,1MG
6.0,41.59,0.0,41.59,41.59,41.59,41.59,41.59,0.0,20497,81.1,118.6,42192-0139-01,41.59,1.49,SSS 10-5 10-5 %,28 GM,ACELLA PHARMACEUTICALS,Virti-Sulf External Cream,10-5%
7.0,1.76,0.0,1.76,1.76,1.76,1.76,1.76,0.0,21293,3.07,6.12,00713-0229-15,1.76,0.12,Triamcinolone Acetonide Oint 0.025%,15 GM,COSETTE PHARMACEUTICALS,Aristocort/Kenalog,0.025%
7.0,5.1499999999999995,9.593423386663633e-16,5.15,5.15,5.15,5.15,5.15,0.0,20470,14.29,0.0,68382-0247-01,5.15,0.05,Benzonatate Cap 100 MG,100,ZYDUS PHARMACEUTICALS (USA),Tessalon Perles,100MG
7.0,7.5,0.0,7.5,7.5,7.5,7.5,7.5,0.0,20090,80.0,212.5,70700-0171-23,7.5,0.75,Neostigmine Methylsulfate IV Soln 5 MG/10 ML (0.5 MG/ML),10 ML X 10,XIROMED,Bloxiverz,5MG/10ML
3.0,26.89,0.0,26.89,26.89,26.89,26.89,26.89,0.0,20112,120.0,266.93,65162-0891-29,26.89,1.58,Mometasone Furoate Nasal Susp 50 MCG/ACT,17 GM,AMNEAL PHARMACEUTICALS,Nasonex,50MCG/ACT
3.0,28.790000000000003,4.351167857633658e-15,28.79,28.79,28.79,28.79,28.79,0.0,20125,99.29,124.12,00574-0106-03,28.79,0.96,Bromocriptine Mesylate Tab 2.5 MG (Base Equivalent),30,PADAGIS,Parlodel,2.5MG
7.0,8.76,0.0,8.76,8.76,8.76,8.76,8.76,0.0,20151,140.8,593.34,65162-0478-10,8.76,0.09,Nitrofurantoin Monohydrate Macrocrystalline Cap 100 MG,100,AMNEAL PHARMACEUTICALS,Macrobid,100MG
7.0,1.68,0.0,1.68,1.68,1.68,1.68,1.68,0.0,20153,16.0,153.01,57237-0222-01,1.68,0.02,Ramipril Cap 1.25 MG,100,RISING PHARMACEUTICALS,Altace,1.25MG
7.0,14.42,0.0,14.42,14.42,14.42,14.42,14.42,0.0,20178,47.52,59.4,50742-0659-28,14.42,0.52,Dolishale 90-20 MCG,28,INGENUS PHARMACEUTICALS,Levonorgestrel-ethinyl estrad,90-20MCG
7.0,2.59,0.0,2.59,2.59,2.59,2.59,2.59,0.0,20193,20.0,0.0,31722-0608-30,2.59,0.09,Tolterodine Tartrate Cap ER 24HR 4 MG,30,CAMBER PHARMACEUTICALS,Detrol LA,4MG
7.0,53.790000000000006,7.674738709330906e-15,53.79,53.79,53.79,53.79,53.79,0.0,20194,207.38,744.86,55111-0137-81,53.79,1.79,Zenatane 40 MG,30,"DR.REDDY'S LABORATORIES, INC.",Isotretinoin,40MG
7.0,9.700000000000001,1.9186846773327266e-15,9.7,9.7,9.7,9.7,9.7,0.0,20213,22.38,27.97,00168-0040-15,9.7,0.65,Betamethasone Valerate Cream 0.1% (Base Equivalent),15 GM,SANDOZ,Valisone,0.1%
7.0,22.449999999999996,3.837369354665453e-15,22.45,22.45,22.45,22.45,22.45,0.0,20221,80.0,425.35,68462-0486-27,22.45,0.45,Clindamycin Phosphate-Benzoyl Peroxide Gel 1-5%,50 GM,GLENMARK PHARMACEUTICALS,Benzaclin,1-5%
1.0,22.25,,22.25,22.25,22.25,22.25,22.25,0.0,20246,35.44,42.53,55150-0308-01,22.25,22.25,Olanzapine For IM Inj 10 MG,1,EUGIA US LLC,Zyprexa,10MG
7.0,22.449999999999996,3.837369354665453e-15,22.45,22.45,22.45,22.45,22.45,0.0,20253,65.0,0.0,31722-0105-30,22.45,0.75,Cinacalcet HCl Tab 90 MG (Base Equiv),30,CAMBER PHARMACEUTICALS,Sensipar,90MG
7.0,7.5,0.0,7.5,7.5,7.5,7.5,7.5,0.0,20269,25.18,489.65,57237-0147-01,7.5,0.07,Amlodipine Besylate-Benazepril HCl Cap 10-40 MG,100,RISING PHARMACEUTICALS,Lotrel,10-40MG
1.0,13.35,,13.35,13.35,13.35,13.35,13.35,0.0,20282,50.5,63.12,65862-0084-75,13.35,0.18,Cefadroxil For Susp 500 MG/5ML,75 ML,AUROBINDO PHARMA,Duricef,500MG/5ML
7.0,1.6899999999999997,2.398355846665908e-16,1.69,1.69,1.69,1.69,1.69,0.0,20289,4.25,5.83,67877-0251-15,1.69,0.11,Triamcinolone Acetonide Cream 0.1%,15 GM,ASCEND LABORATORIES,Kenalog,0.1%
4.0,19.0,0.0,19.0,19.0,19.0,19.0,19.0,0.0,20294,74.61,4472.5,57237-0171-05,19.0,0.04,Rosuvastatin Calcium Tab 40 MG,500,RISING PHARMACEUTICALS,Crestor,40MG
7.0,1.8499999999999999,2.398355846665908e-16,1.85,1.85,1.85,1.85,1.85,0.0,20312,9.17,0.0,31722-0004-30,1.85,0.06,Venlafaxine HCl Cap ER 24HR 150 MG (Base Equivalent),30,CAMBER PHARMACEUTICALS,Effexor XR,150MG
1.0,8.49,,8.49,8.49,8.49,8.49,8.49,0.0,20365,35.2,44.0,70710-1233-01,8.49,0.5700000000000001,Betamethasone Dipropionate Cream 0.05%,15 GM,ZYDUS PHARMACEUTICALS (USA),Diprosone,0.05%
7.0,68.89999999999999,1.5349477418661813e-14,68.9,68.9,68.9,68.9,68.9,0.0,20390,384.25,461.1,45802-0816-96,68.9,1.15,Calcipotriene-Betamethasone Dipropionate Oint 0.005-0.064%,60 GM,PADAGIS,Taclonex,0.005-0.064%
7.0,2.7100000000000004,4.796711693331816e-16,2.71,2.71,2.71,2.71,2.71,0.0,20395,12.25,365.65,47335-0321-86,2.71,0.05,Memantine HCl Tab 5 MG,60,SUN PHARMACEUTICALS,Namenda,5MG
7.0,93.89,0.0,93.89,93.89,93.89,93.89,93.89,0.0,20408,300.0,360.0,45802-0928-03,93.89,0.78,Flurandrenolide Lotion 0.05%,120 ML,PADAGIS,Cordran,0.05%
7.0,14.950000000000001,1.9186846773327266e-15,14.95,14.95,14.95,14.95,14.95,0.0,20409,115.38,144.23,00168-0203-60,14.95,0.25,Clindamycin Phosphate Lotion 1%,60 ML,FOUGERA,Cleocin T,1%
4.0,5.55,0.0,5.55,5.55,5.55,5.55,5.55,0.0,20416,69.95,180.5,62756-0457-88,5.55,0.06,Carbidopa  Levodopa Tab ER 50-200 MG,100,SUN PHARMACEUTICALS,Sinemet CR,50-200MG
7.0,154.62000000000003,3.0698954837323625e-14,154.62,154.62,154.62,154.62,154.62,0.0,20444,399.0,0.0,24979-0041-13,154.62,1.03,Megestrol Acetate Susp 625 MG/5ML,150 ML,UPSHER-SMITH,Megace ES,625MG/5ML
1.0,1.99,,1.99,1.99,1.99,1.99,1.99,0.0,20446,4.56,6.84,00143-9886-75,1.99,0.03,Amoxicillin (Trihydrate) For Susp 200 MG/5ML,75 ML,HIKMA PHARMACEUTICALS USA,Amoxil,200MG/5ML
4.0,12.5,0.0,12.5,12.5,12.5,12.5,12.5,0.0,20449,25.0,157.35,65862-0219-01,12.5,0.12,Cefdinir For Susp 250 MG/5ML,100 ML,AUROBINDO PHARMA,Omnicef,250MG/5ML
7.0,3.25,0.0,3.25,3.25,3.25,3.25,3.25,0.0,20457,20.95,25.14,45802-0880-14,3.25,0.22,Nystatin-Triamcinolone Cream 100000-0.1 Unit/GM-%,15 GM,PADAGIS,Mycolog II,100000-0.1UNIT/GM-%
7.0,144.0,0.0,144.0,144.0,144.0,144.0,144.0,0.0,20462,370.01,654.98,42192-0150-02,144.0,2.53,Sulfacetamide Sodium w/ Sulfur Cream 10-2%,57 GM,ACELLA PHARMACEUTICALS,Avar-E LS,10-2%
7.0,3.5,0.0,3.5,3.5,3.5,3.5,3.5,0.0,20468,40.0,48.0,51672-1399-03,3.5,0.06,Clindamycin Phosphate Gel 1% (Twice-Daily),60 GM,SUN PHARMACEUTICALS,Cleocin T,1%
7.0,3.59,0.0,3.59,3.59,3.59,3.59,3.59,0.0,21267,78.72,124.32,61924-0184-04,3.59,0.03,DermaPhor,106 GM X 24,DERMARITE,Aquaphor,
7.0,47.5,0.0,47.5,47.5,47.5,47.5,47.5,0.0,21303,87.13,108.91,00781-7156-83,47.5,5.94,Estradiol TD Patch Twice Weekly 0.075 MG/24HR,8,SANDOZ,Estraderm,0.075MG/24HR
2.0,2.25,0.0,2.25,2.25,2.25,2.25,2.25,0.0,20081,3.89,4.86,45802-0140-26,2.25,0.02,Ibuprofen Childrens 100 MG/5ML,118 ML,PADAGIS,Children's Motrin,100MG/5ML
7.0,26.75,0.0,26.75,26.75,26.75,26.75,26.75,0.0,32682,45.0,4697.05,73320-0003-04,26.75,0.03,Baclofen Tab 20 MG,1000,KARTHA PHARMACEUTICALS,Lioresal,20MG
3.0,13.86,0.0,13.86,13.86,13.86,13.86,13.86,0.0,32686,27.0,1555.54,73320-0003-03,13.86,0.03,Baclofen Tab 20 MG,500,KARTHA PHARMACEUTICALS,Lioresal,20MG
7.0,2.8000000000000003,0.0,2.8000000000000003,2.8000000000000003,2.8000000000000003,2.8000000000000003,2.8000000000000003,0.0,32695,11.0,69.5,65862-0018-01,2.8000000000000003,0.03,Cephalexin Cap 250 MG,100,AUROBINDO PHARMA,Keflex,250MG
7.0,18.2,0.0,18.2,18.2,18.2,18.2,18.2,0.0,33003,25.98,0.0,68180-0963-01,18.2,2.27,Albuterol Sulfate Inhal Aero 108 MCG/ACT (90MCG Base Equiv),8.5 GM,LUPIN PHARMACEUTICALS,ProAir HFA,108 (90 Base)MCG/ACT
7.0,4.75,0.0,4.75,4.75,4.75,4.75,4.75,0.0,33238,30.0,52.92,45802-0257-42,4.75,0.11,Mometasone Furoate Cream 0.1%,45 GM,PADAGIS,Elocon,0.1%
3.0,11.22,0.0,11.22,11.22,11.22,11.22,11.22,0.0,33595,30.0,160.97,00115-9931-78,11.22,3.74,Levalbuterol HCl Soln Nebu 0.63 MG/3ML (Base Equiv),3 ML X 25,AMNEAL PHARMACEUTICALS,Xopenex Inhalation Soln,0.63MG/3ML
7.0,139.55999999999997,3.0698954837323625e-14,139.56,139.56,139.56,139.56,139.56,0.0,33735,487.51,643.25,00591-2944-60,139.56,2.33,Pimecrolimus Cream 1%,60 GM,ACTAVIS PHARMA,Elidel,1%
7.0,2.4499999999999997,4.796711693331816e-16,2.45,2.45,2.45,2.45,2.45,0.0,33754,11.0,127.95,50742-0615-01,2.45,0.02,Metoprolol Succinate Tab ER 24HR 25 MG (Tartrate Equiv),100,INGENUS PHARMACEUTICALS,Toprol XL,25MG
3.0,5.22,0.0,5.22,5.22,5.22,5.22,5.22,0.0,33770,15.0,80.75,67877-0547-88,5.22,0.05,Cefdinir For Susp 125 MG/5ML,100 ML,ASCEND LABORATORIES,Omnicef,125MG/5ML
7.0,1378.84,0.0,1378.84,1378.84,1378.84,1378.84,1378.84,0.0,33877,2350.0,6977.53,70756-0617-56,1378.84,344.71,Tobramycin Nebu Soln 300 MG/4ML,4 ML X 56,LIFESTAR PHARMA,Bethkis,300MG/4ML
7.0,310.0,0.0,310.0,310.0,310.0,310.0,310.0,0.0,34050,419.76,503.71,00713-0804-31,310.0,10.33,Tazarotene Gel 0.1%,30 GM,COSETTE PHARMACEUTICALS,Tazorac,0.1%
7.0,308.36000000000007,6.139790967464725e-14,308.36,308.36,308.36,308.36,308.36,0.0,34051,395.11,474.13,00713-0805-31,308.36,10.28,Tazarotene Gel 0.05%,30 GM,COSETTE PHARMACEUTICALS,Tazorac,0.05%
7.0,113.78999999999999,1.5349477418661813e-14,113.79,113.79,113.79,113.79,113.79,0.0,34060,324.37,389.24,45802-0045-02,113.79,1.14,Triamcinolone Acetonide Aerosol Soln 0.147 MG/GM,100 GM,PADAGIS,Kenalog,0.147MG/GM
7.0,28.72,0.0,28.72,28.72,28.72,28.72,28.72,0.0,34128,100.25,375.08,16571-0690-01,28.72,0.29,Carbidopa-Levodopa-Entacapone Tabs 18.75-75-200 MG,100,RISING PHARMACEUTICALS,Stalevo 75,18.75-75-200MG
1.0,32.5,,32.5,32.5,32.5,32.5,32.5,0.0,34159,221.55,316.0,51672-4026-01,32.5,0.33,Ketoconazole Tab 200 MG,100,SUN PHARMACEUTICALS,Nizoral,200MG
7.0,37.96,0.0,37.96,37.96,37.96,37.96,37.96,0.0,34255,126.43,189.68,70700-0194-35,37.96,1.27,Estradiol TD Gel 0.75 MG/0.75GM (0.1%),30,XIROMED,Divigel,0.75MG/0.75GM
7.0,43.62,0.0,43.62,43.62,43.62,43.62,43.62,0.0,34261,126.43,189.68,70700-0144-35,43.62,1.45,Estradiol TD Gel 0.5 MG/0.5GM (0.1%),30,XIROMED,Divigel,0.5MG/0.5GM
7.0,56.269999999999996,7.674738709330906e-15,56.27,56.27,56.27,56.27,56.27,0.0,34263,104.55,150.99,00574-7226-12,56.27,4.69,Compro 25 MG,12,PADAGIS,Compazine,25MG
7.0,28.5,0.0,28.5,28.5,28.5,28.5,28.5,0.0,34300,23.0,0.0,72485-0108-05,28.5,14.25,Verapamil HCl IV Soln 2.5 MG/ML,2 ML X 5,ARMAS PHARMACEUTICALS,Calan-SR,2.5MG/ML
7.0,7.890000000000001,0.0,7.890000000000001,7.890000000000001,7.890000000000001,7.890000000000001,7.890000000000001,0.0,34368,30.0,52.92,45802-0257-42,7.890000000000001,0.18,Mometasone Furoate Cream 0.1%,45 GM,PADAGIS,Elocon,0.1%
7.0,3.240000000000001,9.593423386663633e-16,3.24,3.24,3.24,3.24,3.24,0.0,34380,14.6,68.93,69452-0335-43,3.24,0.03,Amoxicillin  K Clavulanate For Susp 400-57 MG/5ML,100 ML,BIONPHARMA,Augmentin,400-57MG/5ML
7.0,2.5500000000000003,0.0,2.5500000000000003,2.5500000000000003,2.5500000000000003,2.5500000000000003,2.5500000000000003,0.0,34454,0.0,0.0,7003012714,2.5500000000000003,2.5500000000000003,Goodsense Electrolight Grape 1 LTR 1000 Ml,1,False,Pedialyte Grape,
7.0,6.04,0.0,6.04,6.04,6.04,6.04,6.04,0.0,34527,182.86,601.3,59746-0171-10,6.04,0.01,Prednisone Tab 1 MG,1000,JUBILANT CADISTA,Deltasone,1MG
7.0,15.64,0.0,15.64,15.64,15.64,15.64,15.64,0.0,34531,92.3,713.17,59746-0175-09,15.64,0.03,Prednisone Tab 20 MG,500,JUBILANT CADISTA,Deltasone,20MG
7.0,1.28,0.0,1.28,1.28,1.28,1.28,1.28,0.0,34533,9.2,26.45,00143-9981-75,1.28,0.02,Amoxicillin  K Clavulanate For Susp 200-28.5 MG/5ML,75 ML,HIKMA PHARMACEUTICALS USA,Augmentin,200-28.5MG/5ML
7.0,10.37,0.0,10.37,10.37,10.37,10.37,10.37,0.0,34595,13.75,17.19,60505-6129-02,10.37,1.3,Budesonide Nasal Susp 32 MCG/ACT,8.4 ML,APOTEX,Rhinocort Allergy,32MCG/ACT
4.0,6.92,0.0,6.92,6.92,6.92,6.92,6.92,0.0,34660,96.0,995.4,67877-0507-90,6.92,0.08,Ezetimibe-Simvastatin Tab 10-10 MG,90,ASCEND LABORATORIES,Vytorin,10-10MG
7.0,4.95,0.0,4.95,4.95,4.95,4.95,4.95,0.0,34778,100.0,1333.05,43547-0437-03,4.95,0.17,Entecavir Tab 1 MG,30,SOLCO HEALTHCARE,Baraclude,1MG
7.0,4.3500000000000005,0.0,4.3500000000000005,4.3500000000000005,4.3500000000000005,4.3500000000000005,4.3500000000000005,0.0,34779,15.0,105.0,43547-0338-10,4.3500000000000005,0.04,Benazepril HCl Tab 40 MG,100,SOLCO HEALTHCARE,Lotensin,40MG
4.0,2.16,0.0,2.16,2.16,2.16,2.16,2.16,0.0,34919,20.0,0.0,68180-0722-04,2.16,0.04,Cefdinir For Susp 125 MG/5ML,60 ML,LUPIN PHARMACEUTICALS,Omnicef,125MG/5ML
7.0,18.930000000000003,3.837369354665453e-15,18.93,18.93,18.93,18.93,18.93,0.0,32684,31.0,2262.33,73320-0002-04,18.93,0.02,Baclofen Tab 10 MG,1000,KARTHA PHARMACEUTICALS,Lioresal,10MG
6.0,36.49,0.0,36.49,36.49,36.49,36.49,36.49,0.0,32421,75.65,171.98,58657-0487-07,36.49,0.18,Urea Cream 40%,198.4 GM,METHOD PHARMACEUTICALS,Rea lo,40%
7.0,17.180000000000003,3.837369354665453e-15,17.18,17.18,17.18,17.18,17.18,0.0,21314,40.0,0.0,45802-0485-26,17.18,0.15,Fluocinolone Acetonide Oil 0.01% (Scalp Oil),118.3 ML,PADAGIS,Derma-Smoothe,0.01%
7.0,4.9799999999999995,9.593423386663633e-16,4.98,4.98,4.98,4.98,4.98,0.0,32365,61.28,260.48,29033-0012-01,4.98,0.05,Piroxicam Cap 10 MG,100,NOSTRUM LABORATORIES,Feldene,10MG
7.0,7.25,0.0,7.25,7.25,7.25,7.25,7.25,0.0,21315,75.0,0.0,45802-0961-26,7.25,0.06,Clobetasol Propionate Shampoo 0.05%,118 ML,PADAGIS,Clobex,0.05%
1.0,26.25,,26.25,26.25,26.25,26.25,26.25,0.0,21318,100.0,0.0,45802-0437-33,26.25,0.26,Clobetasol Propionate Foam 0.05%,100 GM,PADAGIS,Olux,0.05%
4.0,9.09,0.0,9.09,9.09,9.09,9.09,9.09,0.0,21320,14.04,16.85,45802-0109-01,9.09,0.53,Triamcinolone Acetonide Nasal Aerosol Suspension 55 MCG/ACT,16.9 ML,PADAGIS,Kenalog,55MCG/ACT
7.0,6.4399999999999995,9.593423386663633e-16,6.44,6.44,6.44,6.44,6.44,0.0,21321,89.11,103.62,98302-0001-07,6.44,6.44,Clever Chek System w/Device,1,SIMPLE DIAGNOSTICS,,
